OCN,Org Name,CN,Cert
"088K","SmartTel Inc 2025","SHAKEN 088K","https://prov.smarttelinc.net/shaken/cert.pem"
"089K","Logista","SHAKEN 089K","https://cr.sansay.com/089K/429C7C70711E3820F0B8E1DEAE6FF3262264C01C.pem"
"0900","Lemonweir Valley Telephone Company","Lemonweir Valley Telephone Company SHAKEN Cert 0900","https://cdn-cr.cgah.tnsi.com/certs/a9a2447c07d34796f48eba3c111c847c93675956"
"095A","Ritter Communications","Ritter Communications SHAKEN cert 095A","https://cdn-cr.cgah.tnsi.com/certs/7721a7f2c31bb0f15ac5d46257b8c3bee1bbae6f"
"098L","Advanced Tel Inc","SHAKEN 098L","https://cr.ccid.neustar.biz/ccid/authn/v2/certs/11587.10915.pem"
"1060","Shawnee Communications","SHAKEN 1060","https://cr-partner.ccid.neustar.biz/ccid/authn/v2/certs/155.518"
"107K","Atheral","SHAKEN 107K","https://certificates.clearip.com/4ba6f296-2d7c-42c2-8fe4-12b74f5076df/43596b93186d4d6889c48ccc8e34b66c.pem"
"122D","Nex-Tech Wireless","Nex-Tech Wireless SHAKEN Cert 122D","https://cdn-cr.cgah.tnsi.com/certs/80d8452d00cdf3a5975cb2301a8dcaab3715ae57"
"123L","Navitech Solutions LLC","SHAKEN 123L","https://coztel.peeredge.com/cert/lKjXtorO.pem"
"127E","New Horizon","New Horizon SHAKEN 127E","https://cdn-cr.cgah.tnsi.com/certs/e7a4996270fb37885b8079d8ac50fa57f5db0fa1"
"128K","textPlus Inc","SHAKEN 128K","https://cr-partner.ccid.neustar.biz/ccid/authn/v2/certs/156.646"
"129L","RazorLine LLC","SHAKEN 129L","https://cr-partner.ccid.neustar.biz/ccid/authn/v2/certs/306.703"
"1358","Blue Earth Valley Telephone Inc","SHAKEN 1358","https://cr-partner.ccid.neustar.biz/ccid/authn/v2/certs/41.659"
"138K","TeleVoIPs","SHAKEN 138K","https://cr.sansay.com/138K/429C7C70711E3820F0B8E1DEAE6FF3262264C0A9.pem"
"139K","FaxLogic LLC","SHAKEN 139K","https://cdn.pgxn.net/sti/20260426.cer"
"1401","Halstad Telephone Company","SHAKEN 1401","https://cr-partner.ccid.neustar.biz/ccid/authn/v2/certs/246.578"
"141L","Eugene Perkins Group LLP","SHAKEN 141L","https://certs.telonium.net/25/cf428f5d.crt"
"142L","Kallzer Tech LLC","SHAKEN 142L","https://cdn.cnxcdn.com/shaken/07274cfa59.crt"
"1442","NUVERA","SHAKEN 1442","https://cr-partner.ccid.neustar.biz/ccid/authn/v2/certs/27.506"
"144L","Flexo Telecom LLC","SHAKEN 144L","https://certs.telonium.net/ocn/144L.crt"
"150K","White Label Communications","SHAKEN 150K","https://cr-partner.ccid.neustar.biz/ccid/authn/v2/certs/179.677"
"1556","Hartington Telecommunications Co Inc","SHAKEN 1556","https://cr-partner.ccid.neustar.biz/ccid/authn/v2/certs/281.639"
"1558","Mobius Communications Co","SHAKEN 1558","https://cr-partner.ccid.neustar.biz/ccid/authn/v2/certs/247.685"
"155L","EZ VoIP LLC","SHAKEN 155L","https://sproxy1.teleserosuite.com/155L_2025"
"1563","Hooper Telephone Company","SHAKEN 1563","https://cr-partner.ccid.neustar.biz/ccid/authn/v2/certs/208.628"
"1577","Great Plains Communications","SHAKEN 1577","https://certificates.clearip.com/5e573b0a-6141-441b-bedb-f350aa71625f/3236291ef829d1931e3ce8e35f1db3ca.pem"
"1577","Great Plains Communications","SHAKEN 1577","https://certificates.clearip.com/e5b1e8c0-a23d-472b-a310-99b1e23f16be/46950a821930fe2759366be3f58acdf3.pem"
"1577","Great Plains Communications","SHAKEN 1577","https://certificates.clearip.com/5e573b0a-6141-441b-bedb-f350aa71625f/81cb36aa1fc3ecd31a30bbe4d535dc35.pem"
"1591","Southeast Nebraska Communications, Inc","SHAKEN 1591","https://cr-partner.ccid.neustar.biz/ccid/authn/v2/certs/199.667"
"1604","Bek Communications Cooperative","SHAKEN Bek Communications Cooperative 1604","https://cr.sansay.com/1604/429C7C70711E3820F0B8E1DEAE6FF3262264A19B.pem"
"161K","9171-5573 Quebec Inc","SHAKEN 161K","https://shaken-9171-5573-quebec-inc.s3.us-east-2.amazonaws.com/pubKeys/4722b9c5.crt"
"1642","SDN","SHAKEN 1642","https://certificates.clearip.com/1214ae31-f7b7-492d-98ab-6190c6053013/b906be07d10502b6b7fc93e5a5daedda.pem"
"165L","TheSchmied LLC","TheSchmied LLC_1743452080175 SHAKEN 165L","https://certificates.peeringhub.io/165L/6VcNHkLl/165L.crt"
"171K","Voice Logic, LLC","SHAKEN 171K","https://cr-partner.ccid.neustar.biz/ccid/authn/v2/certs/164.568"
"176L","Telepars Telecommunications Corp","SHAKEN 176L","https://eon.peeredge.com/cert/LShmLxSX.pem"
"177K","Cytracom, LLC","SHAKEN 177K","https://certificates.clearip.com/8d118994-4994-4735-ac71-42c0bbb7848f/c022bcf1a45e0e16a1dbb987a9b03cfb.pem"
"1784","Segra","Segra SHAKEN Cert 1784","https://cdn-cr.cgah.tnsi.com/certs/cc9fae904b0b72958a4bbbcb4c068c738dd67f1c"
"178H","Intelepeer CC LLC","SHAKEN 178H","https://cr.ccid.neustar.biz/ccid/authn/v2/certs/11551.10926.pem"
"178L","UTEL USA LLC","SHAKEN 178L","https://eon.peeredge.com/cert/LHBPGlEG.pem"
"1821","InPhonex","SHAKEN InPhonex 1821","https://cr.sansay.com/1821/429C7C70711E3820F0B8E1DEAE6FF3262264B2E0.pem"
"1826","Nex-Tech, LLC","SHAKEN 1826","https://certificates.clearip.com/2fb590ef-1300-4481-b00c-164b447c8c08/eb19e1337bd604d6b84f833a38a4a49b.pem"
"183L","Nationwide Telecom Inc","SHAKEN 183L","https://eon.peeredge.com/cert/A8lQtFlk.pem"
"1845","Wamego Telecommunications Company Inc","SHAKEN 1845","https://cr-partner.ccid.neustar.biz/ccid/authn/v2/certs/39.688"
"186K","Go2Uno LLC","SHAKEN 186K","https://go2uno.46labs.com/go2uno.pem"
"187J","Alvaria","SHAKEN 187J","https://cr.sansay.com/187J/429C7C70711E3820F0B8E1DEAE6FF3262264CB7C.pem"
"187L","Nikoo Incorporated","SHAKEN 187L","https://eon.peeredge.com/cert/Khz0m1yD.pem"
"1882","Fidelity Communications","Fidelity Communications SHAKEN Cert 1882","https://cdn-cr.cgah.tnsi.com/certs/514fb1f7a1891a792528e0cf023b424c55ddb2cd"
"188L","TeleOneTen Inc","SHAKEN 188L","https://eon.peeredge.com/cert/qsWAQxa6.pem"
"193E","8x8 Inc","SHAKEN 193E","https://cr.ccid.neustar.biz/ccid/authn/v2/certs/11484.10794.pem"
"193E","8x8 Inc","SHAKEN 193E","https://certificates.transnexus.com/193E/420bca81-7d60-485a-abde-57fd5f1f4804.pem"
"193E","8x8 Inc","SHAKEN 193E","https://certificates.transnexus.com/193E/ab57deba-96b9-4605-a505-ae0c1386c6a4.pem"
"195L","PHD Communications","SHAKEN 195L","https://cr.sansay.com/195L/429C7C70711E3820F0B8E1DEAE6FF3262264C7BA.pem"
"197D","Vonage","SHAKEN 197D","https://cr.ccid.neustar.biz/ccid/authn/v2/certs/12895.10792.pem"
"198K","TalkAsiaVoip LLC","TalkAsiaVoip LLC_1743685125410 SHAKEN 198K","https://certificates.peeringhub.io/198K/LUS6D9e6/198K.crt"
"2018","Pioneer Telephone Cooperative Inc","SHAKEN 2018","https://cr.ccid.neustar.biz/ccid/authn/v2/certs/11144.10895.pem"
"203K","Connexum LLC","SHAKEN 203K Connexum LLC","https://cr.sansay.com/203K/429C7C70711E3820F0B8E1DEAE6FF3262264A77B.pem"
"2068","Eastex","Eastex SHAKEN 2068","https://prod001-prod011-cr.rbbnidhub.com/T0ezuXpngz/STI-202501-2068-53673fcbb195a3d849fa879fbece43d4"
"2071","Five Area Telephone Cooperative","Five Area Telephone SHAKEN Cert 2071","https://cdn-cr.cgah.tnsi.com/certs/738466bb39439e11398346bd5b0156a486803683"
"210J","Greenfly Networks Inc dba Clearfly Communications","SHAKEN Greenfly Networks Inc dba Clearfly Communications 210J","https://cr.sansay.com/210J/429C7C70711E3820F0B8E1DEAE6FF3262264CBEE.pem"
"210J","Greenfly Networks Inc dba Clearfly Communications","SHAKEN Greenfly Networks Inc dba Clearfly Communications 210J","https://cr.sansay.com/210J/429C7C70711E3820F0B8E1DEAE6FF3262264CAE7.pem"
"210J","Greenfly Networks Inc dba Clearfly Communications","SHAKEN Greenfly Networks Inc dba Clearfly Communications 210J","https://cr.sansay.com/210J/429C7C70711E3820F0B8E1DEAE6FF3262264CB0B.pem"
"210J","Greenfly Networks Inc dba Clearfly Communications","SHAKEN Greenfly Networks Inc dba Clearfly Communications 210J","https://cr.sansay.com/210J/429C7C70711E3820F0B8E1DEAE6FF3262264CBCD.pem"
"210J","Greenfly Networks Inc dba Clearfly Communications","SHAKEN Greenfly Networks Inc dba Clearfly Communications 210J","https://cr.sansay.com/210J/429C7C70711E3820F0B8E1DEAE6FF3262264CBAA.pem"
"210J","Greenfly Networks Inc dba Clearfly Communications","SHAKEN Greenfly Networks Inc dba Clearfly Communications 210J","https://cr.sansay.com/210J/429C7C70711E3820F0B8E1DEAE6FF3262264CB54.pem"
"210J","Greenfly Networks Inc dba Clearfly Communications","SHAKEN Greenfly Networks Inc dba Clearfly Communications 210J","https://cr.sansay.com/210J/429C7C70711E3820F0B8E1DEAE6FF3262264CA5B.pem"
"210J","Greenfly Networks Inc dba Clearfly Communications","SHAKEN Greenfly Networks Inc dba Clearfly Communications 210J","https://cr.sansay.com/210J/429C7C70711E3820F0B8E1DEAE6FF3262264CAA2.pem"
"210J","Greenfly Networks Inc dba Clearfly Communications","SHAKEN Greenfly Networks Inc dba Clearfly Communications 210J","https://cr.sansay.com/210J/429C7C70711E3820F0B8E1DEAE6FF3262264CA7F.pem"
"210J","Greenfly Networks Inc dba Clearfly Communications","SHAKEN Greenfly Networks Inc dba Clearfly Communications 210J","https://cr.sansay.com/210J/429C7C70711E3820F0B8E1DEAE6FF3262264CB2E.pem"
"210J","Greenfly Networks Inc dba Clearfly Communications","SHAKEN Greenfly Networks Inc dba Clearfly Communications 210J","https://cr.sansay.com/210J/429C7C70711E3820F0B8E1DEAE6FF3262264CAC4.pem"
"210J","Greenfly Networks Inc dba Clearfly Communications","SHAKEN Greenfly Networks Inc dba Clearfly Communications 210J","https://cr.sansay.com/210J/429C7C70711E3820F0B8E1DEAE6FF3262264CC94.pem"
"210J","Greenfly Networks Inc dba Clearfly Communications","SHAKEN Greenfly Networks Inc dba Clearfly Communications 210J","https://cr.sansay.com/210J/429C7C70711E3820F0B8E1DEAE6FF3262264CCB7.pem"
"210J","Greenfly Networks Inc dba Clearfly Communications","SHAKEN Greenfly Networks Inc dba Clearfly Communications 210J","https://cr.sansay.com/210J/429C7C70711E3820F0B8E1DEAE6FF3262264CC72.pem"
"210J","Greenfly Networks Inc dba Clearfly Communications","SHAKEN Greenfly Networks Inc dba Clearfly Communications 210J","https://cr.sansay.com/210J/429C7C70711E3820F0B8E1DEAE6FF3262264CC51.pem"
"210J","Greenfly Networks Inc dba Clearfly Communications","SHAKEN Greenfly Networks Inc dba Clearfly Communications 210J","https://cr.sansay.com/210J/429C7C70711E3820F0B8E1DEAE6FF3262264CCDE.pem"
"210J","Greenfly Networks Inc dba Clearfly Communications","SHAKEN Greenfly Networks Inc dba Clearfly Communications 210J","https://cr.sansay.com/210J/429C7C70711E3820F0B8E1DEAE6FF3262264CA37.pem"
"210J","Greenfly Networks Inc dba Clearfly Communications","SHAKEN Greenfly Networks Inc dba Clearfly Communications 210J","https://cr.sansay.com/210J/429C7C70711E3820F0B8E1DEAE6FF3262264CD47.pem"
"210J","Greenfly Networks Inc dba Clearfly Communications","SHAKEN Greenfly Networks Inc dba Clearfly Communications 210J","https://cr.sansay.com/210J/429C7C70711E3820F0B8E1DEAE6FF3262264CC31.pem"
"214K","Kloud 7 LLC","SHAKEN 214K","https://cr.sansay.com/214K/429C7C70711E3820F0B8E1DEAE6FF3262264BFF7.pem"
"217L","Nationwide Telecom Inc - Canada","SHAKEN 217L","https://eon.peeredge.com/cert/s17bdPXJ.pem"
"219H","Network Enhanced Telecom LLP","SHAKEN 219H","https://certificates.transnexus.com/219H/41fb1926-017a-4159-af36-bfadb1eb29de.pem"
"219K","Avaya Cloud Inc","SHAKEN 219K","https://cr.ccid.neustar.biz/ccid/authn/v2/certs/11553.10760.pem"
"2231","Project Mutual","Project Mutual SHAKEN Cert 2231","https://cdn-cr.cgah.tnsi.com/certs/d4e575ce3348a47b80616aae48c240808772df2d"
"2235","Blackfoot Communications","Blackfoot Communications SHAKEN Cert 2235","https://cdn-cr.cgah.tnsi.com/certs/bc1696dd44b2d632822353b64e87d310d5fd7bf4"
"223L","VoxStrom LLC","SHAKEN 223L","https://cdn.cnxcdn.com/shaken/2b68e1ea3c.crt"
"2246","Mid-Rivers Telephone Coop","Mid-Rivers Telephone Coop SHAKEN 2246","https://cdn-cr.cgah.tnsi.com/certs/140cb0f2a2c837ef48ff430ab29e4b24599743d5"
"2247","Nemont Telephone Cooperative Inc","Nemont SHAKEN 2247","https://cdn-cr.cgah.tnsi.com/certs/6391f2249c27f88e11aef29333b4bc382cdc154e"
"224C","Onvoy, LLC","SHAKEN 224C","https://cr-partner.ccid.neustar.biz/ccid/authn/v2/certs/1.595"
"2255","3 Rivers Communications","3 Rivers Communications SHAKEN Cert 2255","https://cdn-cr.cgah.tnsi.com/certs/b88b96ada796369ea38b5f4a4d83851f50560e74"
"225L","Telecomez Corp","SHAKEN 225L","https://eon.peeredge.com/cert/84fIjtNe.pem"
"2297","Union Telephone Company","Union Telephone Company SHAKEN 2297","https://cdn-cr.cgah.tnsi.com/certs/15af00a5f4965617a4b01a66dfa46df0c93f7da0"
"235C","Pine Cellular Phones","SHAKEN 235C","https://cr-partner.ccid.neustar.biz/ccid/authn/v2/certs/257.589"
"235K","TeligentIP Inc","SHAKEN 235K","https://cr.ccid.neustar.biz/ccid/authn/v2/certs/11545.10431.pem"
"241L","BF Communications Inc","SHAKEN 241L","https://eon.peeredge.com/cert/2H2gpNwN.pem"
"242L","ULTATEL LLC","SHAKEN 242L","https://cdn.ultatel.com/shaken.pem"
"2452","Whidbey Telephone Company","Whidbey Telephone Company SHAKEN Cert 2452","https://cdn-cr.cgah.tnsi.com/certs/4b8c18a5a68450eb480b9727e86382fdaa4afa66"
"2455","Benkelman Telephone Co Inc","SHAKEN 2455","https://cr-partner.ccid.neustar.biz/ccid/authn/v2/certs/242.559"
"2473","Frontier Communications","SHAKEN 2473","https://cr.ccid.neustar.biz/ccid/authn/v2/certs/11022.10797.pem"
"250A","Chariton Valley Communications Corporation","Chariton Valley SHAKEN 250A","https://cdn-cr.cgah.tnsi.com/certs/5059f73c1bde1cdf7d280f005cc7a0ba008c1e59"
"254H","GTT Americas LLC","SHAKEN 254H","https://cr.ccid.neustar.biz/ccid/authn/v2/certs/11404.10425.pem"
"255K","MAQS Solutions LLC","MAQS Solutions LLC_1748114156658 SHAKEN 255K","https://certificates.peeringhub.io/255K/tDGE7FI4/255K.crt"
"2720","Fusion Connect","SHAKEN 2720","https://prod001-cr.rbbnidhub.com/8ZJdVFg7gz/1"
"278K","OIT","SHAKEN 278K","https://certificates.clearip.com/36952c34-78d8-4c32-9499-188a418f31ba/3f7bf2da7fba24bf001fa25191257560.pem"
"279K","Infinity Sip","Infinity Sip_1743019587569 SHAKEN 279K","https://certs.icallr.com/279K/infinitysip.pem"
"280K","Belgacom International Carrier Services SA","SHAKEN 280K","https://cr-partner.ccid.neustar.biz/ccid/authn/v2/certs/207.661"
"281K","INSTACALL","INSTACALL LLC_1737586625863 SHAKEN 281K","https://cr.46labs.com/cr/instacall/instacall.pem"
"288K","Apex","Apex Teleocm LLC_1732515132751 SHAKEN 288K","https://sproxy1.teleserosuite.com/288K_2025"
"299K","Weave","SHAKEN 299K","https://certificates.transnexus.com/299K/b19a5d8b-560e-4014-80c9-bd2085136af6.pem"
"312K","AMCS LLC","SHAKEN 312K","https://cr-partner.ccid.neustar.biz/ccid/authn/v2/certs/279.617"
"3139","Dalton Utilities","SHAKEN Dalton Utilities 3139","https://cr.sansay.com/3139/429C7C70711E3820F0B8E1DEAE6FF3262264B5C2.pem"
"313K","CIMA Telecom, Inc","SHAKEN CIMA Telecom, Inc 313K","https://cr.sansay.com/313K/429C7C70711E3820F0B8E1DEAE6FF3262264CB5A.pem"
"318J","Comcast","SHAKEN 318J","https://sticr.stir.comcast.com/8e8f1fb0-c71b-4d45-a17e-7b60f590018d.pem"
"318J","Comcast","SHAKEN 318J","https://sticr.stir.comcast.com/1a7efa3a-4195-41e1-9364-e4105681f044.pem"
"318J","Comcast","SHAKEN 318J","https://sticr.stir.comcast.com/4aa95bd3-187a-41b5-87bb-76be088c08bb.pem"
"318J","Comcast","SHAKEN 318J","https://sticr.stir.comcast.com/da244859-384b-459d-8380-30e43e6831d6.pem"
"318J","Comcast","SHAKEN 318J","https://sticr.stir.comcast.com/77029d5a-14c8-4b61-9e45-fe7783686b23.pem"
"318J","Comcast","SHAKEN 318J","https://sticr.stir.comcast.com/58a641ce-b45f-473a-9fa4-270b80a99cca.pem"
"318J","Comcast","SHAKEN 318J","https://sticr.stir.comcast.com/9d3a9bd1-f4f9-43ef-920a-bbcd0b02cb18.pem"
"318J","Comcast","SHAKEN 318J","https://sticr.stir.comcast.com/f7e1c152-98df-45d1-8548-27ea82b993b3.pem"
"318J","Comcast","SHAKEN 318J","https://sticr.stir.comcast.com/4de2d6f3-718d-4526-a737-83c4d1d77138.pem"
"318J","Comcast","SHAKEN 318J","https://sticr.stir.comcast.com/9626b776-63ae-405b-a65d-707c17ea51d8.pem"
"318J","Comcast","SHAKEN 318J","https://sticr.stir.comcast.com/d5dfa7eb-87b1-4697-acfb-3e86f496ab0d.pem"
"318J","Comcast","SHAKEN 318J","https://sticr.stir.comcast.com/b465155a-6126-466f-bd92-ac1a6abc6466.pem"
"318J","Comcast","SHAKEN 318J","https://sticr.stir.comcast.com/cb206185-4431-4f6f-8e81-47e0562ef274.pem"
"318J","Comcast","SHAKEN 318J","https://sticr.stir.comcast.com/0e998d48-bffd-4b8d-8b76-2721595f9f42.pem"
"318J","Comcast","SHAKEN 318J","https://sticr.stir.comcast.com/af557fc1-ae66-40c8-aa63-e81d44ecddf4.pem"
"318J","Comcast","SHAKEN 318J","https://sticr.stir.comcast.com/dd373779-4217-4a40-a2a5-ad55a647fc8c.pem"
"318J","Comcast","SHAKEN 318J","https://sticr.stir.comcast.com/6e2d52bc-2023-4df5-a939-2ad79f366b71.pem"
"318J","Comcast","SHAKEN 318J","https://sticr.stir.comcast.com/73fa5d1f-bf04-41ad-abfe-427e0c68c40b.pem"
"318J","Comcast","SHAKEN 318J","https://sticr.stir.comcast.com/221fbad7-dd8d-4eaf-bfd3-e0c226fefd42.pem"
"318J","Comcast","SHAKEN 318J","https://sticr.stir.comcast.com/e358dced-c6a7-46e7-af66-2f38824a25b5.pem"
"318J","Comcast","SHAKEN 318J","https://sticr.stir.comcast.com/3e6d38f0-0181-4b42-bf6f-e1f54419050b.pem"
"318J","Comcast","SHAKEN 318J","https://sticr.stir.comcast.com/060ef768-0fa3-428d-9991-2450aa2bb963.pem"
"318J","Comcast","SHAKEN 318J","https://sticr.stir.comcast.com/c709cdd1-94dc-4f06-ad06-2e82fbb926ab.pem"
"318J","Comcast","SHAKEN 318J","https://sticr.stir.comcast.com/66a7bf3b-a828-4566-bf72-7cb05608ec93.pem"
"318J","Comcast","SHAKEN 318J","https://sticr.stir.comcast.com/1b1c1f00-9541-42c7-b7a6-06a46ee65010.pem"
"318J","Comcast","SHAKEN 318J","https://sticr.stir.comcast.com/0b0c33b7-4e27-46fe-99f7-eb11afcf70ad.pem"
"318J","Comcast","SHAKEN 318J","https://sticr.stir.comcast.com/887f9746-ee43-4798-827a-bcc71b53c810.pem"
"318J","Comcast","SHAKEN 318J","https://sticr.stir.comcast.com/1f02dc41-1c94-46a0-a5e7-7c1b20cabfa7.pem"
"321J","HD CARRIER LLC","HD CARRIER LLC","https://d64db847f381fcb974ab1b6150b49a91.cxstatic.com/f/0d39a8ae-f0da-4f3c-87e7-1e0a41981853"
"321K","Talk IT Pro","SHAKEN 321K","https://cr.sansay.com/321K/429C7C70711E3820F0B8E1DEAE6FF3262264BFF0.pem"
"324E","MagicJack","SHAKEN MagicJack 324E","https://sns.magicjack.com/MagicJack_2511_324E.crt"
"324E","MagicJack","SHAKEN 324E","https://sns.magicjack.com/Magicjack_2602_324E.crt"
"327K","Priority Communications","Priority Communications SHAKEN Cert 327K","https://cdn-cr.cgah.tnsi.com/certs/1a0286ffe0ccbae396beddec370748d2bb0af933"
"3332","Vermont Telephone Company, Inc.","Vermont Telephone Company Inc SHAKEN Cert 3332","https://cdn-cr.cgah.tnsi.com/certs/a61dd4bdaec6164b6bf30c1fd3d6834d49e10a93"
"333K","Aovatalk Communications Limited","SHAKEN 333K","https://cr.veriswitch.com/aovatalk/953c1f51a6ac0ac07ee5001c12f67675.cer"
"3395","PNG Telecommunications Inc","SHAKEN 3395","https://cr.sansay.com/3395/429C7C70711E3820F0B8E1DEAE6FF3262264CB80.pem"
"3395","PNG Telecommunications Inc","SHAKEN 3395","https://cr.sansay.com/3395/429C7C70711E3820F0B8E1DEAE6FF3262264C2B3.pem"
"345J","Ooma Inc","SHAKEN 345J","https://certificates.transnexus.com/345J/9d96d9cc-5bc1-405e-a17c-94466e47a695.pem"
